Area ID,Area Name,Battle Type,Doll ID,Type,Name,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage,Rank
718,Elementary8,Night,20143,SMG,RO635 Mod,200,1,10,10,T-Exo,HP Round,Red Dot,7235,542,212
718,Elementary8,Night,294,HG,Webley,150,1,10,0,Silencer,HP Round,T-Exo,3945,542,213
718,Elementary8,Night,345,MG,gun-10000345,150,1,10,0,AP Round,Red Dot,Ammo Box,8670,541,214
718,Elementary8,Night,1034,SG,Minos,100,0,10,0,Armor Plate,Buckshot Shell,Exclusive,8656,541,215
718,Elementary8,Night,276,MG,Kord,150,1,10,0,AP Round,Red Dot,Ammo Box,8652,540,216
718,Elementary8,Night,20104,SMG,Gr G36c Mod,200,1,10,10,T-Exo,HP Round,Red Dot,7197,539,217
718,Elementary8,Night,20161,SG,Type97S Mod,200,1,10,10,Armor Plate,Buckshot Shell,Red Dot,8611,538,218
718,Elementary8,Night,292,MG,RPK-16,100,0,10,0,AP Round,Optical,Ammo Box,8612,538,219
718,Elementary8,Night,1017,HG,Jill Stingray,150,1,10,0,Silencer,HP Round,T-Exo,3907,537,220
718,Elementary8,Night,263,MG,Gr MG36,100,0,10,0,AP Round,Optical,Ammo Box,8600,537,221
718,Elementary8,Night,1018,HG,Sei Asagiri,150,1,10,0,Silencer,HP Round,Exclusive,3903,536,222
718,Elementary8,Night,20221,HG,GSh-18 Mod,100,0,10,10,Silencer,HP Round,T-Exo,3904,536,223
718,Elementary8,Night,20005,HG,M1895 Mod,200,1,10,10,Silencer,HP Round,T-Exo,3892,535,224
718,Elementary8,Night,109,MG,Gr MG5,150,1,10,0,AP Round,Red Dot,Ammo Box,8573,535,225
718,Elementary8,Night,250,HG,HS2000,150,1,10,0,Silencer,HP Round,X-Exo,3896,535,226
718,Elementary8,Night,264,MG,Chauchat,150,1,10,0,AP Round,Optical,Ammo Box,8574,535,227
718,Elementary8,Night,1021,MG,Alma Armas,100,0,10,0,AP Round,Red Dot,Exclusive,8575,535,228
718,Elementary8,Night,303,HG,HP-35,150,1,10,0,Silencer,HP Round,T-Exo,3880,533,229
718,Elementary8,Night,242,HG,P22,100,0,10,0,Silencer,HP Round,X-Exo,3865,531,230
718,Elementary8,Night,307,MG,ZB-26,100,0,10,0,AP Round,Red Dot,Ammo Box,8502,531,231
718,Elementary8,Night,260,HG,PA-15,150,1,10,0,Silencer,HP Round,X-Exo,3860,530,232
718,Elementary8,Night,294,HG,Webley,100,0,10,0,Silencer,HP Round,T-Exo,3859,530,233
718,Elementary8,Night,20002,HG,M1911 Mod,200,1,10,10,Silencer,HP Round,T-Exo,3849,529,234
718,Elementary8,Night,110,MG,FG42,150,1,10,0,AP Round,Exclusive,Ammo Box,8476,529,235
718,Elementary8,Night,285,HG,C-93,150,1,10,0,Silencer,HP Round,X-Exo,3852,529,236
718,Elementary8,Night,20081,MG,LWMMG Mod,100,0,10,10,AP Round,Red Dot,Ammo Box,8476,529,237
718,Elementary8,Night,126,HG,NZ75,100,0,10,0,Exclusive,HP Round,X-Exo,3854,529,238
718,Elementary8,Night,208,MG,HMG21,100,0,10,0,AP Round,Red Dot,Ammo Box,8476,529,239
718,Elementary8,Night,4,HG,Python,150,1,10,0,Silencer,HP Round,T-Exo,3843,528,240
718,Elementary8,Night,233,HG,Px4 Storm,150,1,10,0,Silencer,HP Round,X-Exo,3840,528,241
718,Elementary8,Night,173,MG,PKP,100,0,10,0,AP Round,Red Dot,Ammo Box,8453,528,242
718,Elementary8,Night,1026,MG,Claes,100,0,10,0,AP Round,Exclusive,Ammo Box,8454,528,243
718,Elementary8,Night,20091,HG,MP-446 Mod,200,1,10,10,Silencer,HP Round,X-Exo,3837,527,244
718,Elementary8,Night,96,HG,Grizzly,150,1,10,0,Silencer,HP Round,T-Exo,3839,527,245
718,Elementary8,Night,345,MG,gun-10000345,100,0,10,0,AP Round,Red Dot,Ammo Box,8440,527,246
718,Elementary8,Night,272,HG,Desert Eagle,150,1,10,0,Silencer,HP Round,T-Exo,3827,526,247
718,Elementary8,Night,20101,SMG,UMP9 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,7015,526,248
718,Elementary8,Night,276,MG,Kord,100,0,10,0,AP Round,Red Dot,Ammo Box,8422,526,249
718,Elementary8,Night,185,MG,Ameli,150,1,10,0,AP Round,Optical,Ammo Box,8407,525,250
718,Elementary8,Night,275,MG,M1895 CB,150,1,10,0,AP Round,Red Dot,Ammo Box,8388,524,251
718,Elementary8,Night,1001,HG,Noel,150,1,10,0,Silencer,HP Round,X-Exo,3813,524,252
718,Elementary8,Night,112,MG,Negev,100,0,10,0,AP Round,Optical,Ammo Box,8391,524,253
718,Elementary8,Night,339,MG,RPK-203,100,0,10,0,AP Round,Optical,Ammo Box,8398,524,254
718,Elementary8,Night,1017,HG,Jill Stingray,100,0,10,0,Silencer,HP Round,T-Exo,3811,524,255
718,Elementary8,Night,1018,HG,Sei Asagiri,100,0,10,0,Silencer,HP Round,Exclusive,3816,524,256
718,Elementary8,Night,254,MG,UKM-2000,150,1,10,0,AP Round,Red Dot,Ammo Box,8366,522,257
718,Elementary8,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Red Dot,Ammo Box,8367,522,258
718,Elementary8,Night,238,MG,QJY-88,100,0,10,0,AP Round,Optical,Ammo Box,8356,522,259
718,Elementary8,Night,20032,SMG,Micro Uzi Mod,200,1,10,10,T-Exo,HP Round,Exclusive,6956,521,260
718,Elementary8,Night,142,HG,Five-seven,150,1,10,0,Silencer,HP Round,X-Exo,3796,521,261
718,Elementary8,Night,250,HG,HS2000,100,0,10,0,Silencer,HP Round,X-Exo,3783,520,262
718,Elementary8,Night,20089,MG,Bren Mod,100,0,10,10,AP Round,Optical,Ammo Box,8294,518,263
718,Elementary8,Night,303,HG,HP-35,100,0,10,0,Silencer,HP Round,T-Exo,3772,518,264
718,Elementary8,Night,20103,SMG,UMP45 Mod,200,1,10,10,Exclusive,HP Round,Exclusive,6900,517,265
718,Elementary8,Night,166,HG,CZ75,150,1,10,0,Silencer,HP Round,X-Exo,3760,517,266
718,Elementary8,Night,149,MG,AEK-999,150,1,10,0,AP Round,Red Dot,Ammo Box,8260,516,267
718,Elementary8,Night,77,MG,M2HB,150,1,10,0,AP Round,Red Dot,Ammo Box,8241,515,268
718,Elementary8,Night,319,MG,PM1910,150,1,10,0,AP Round,Red Dot,Ammo Box,8247,515,269
718,Elementary8,Night,110,MG,FG42,100,0,10,0,AP Round,Exclusive,Ammo Box,8251,515,270
718,Elementary8,Night,20143,SMG,RO635 Mod,100,0,10,10,T-Exo,HP Round,Red Dot,6878,515,271
718,Elementary8,Night,20161,SG,Type97S Mod,100,0,10,10,Armor Plate,Buckshot Shell,Red Dot,8253,515,272
718,Elementary8,Night,264,MG,Chauchat,100,0,10,0,AP Round,Optical,Ammo Box,8252,515,273
718,Elementary8,Night,85,MG,PK,150,1,10,0,AP Round,Red Dot,Ammo Box,8224,514,274
718,Elementary8,Night,86,MG,MG42,150,1,10,0,AP Round,Red Dot,Ammo Box,8234,514,275
718,Elementary8,Night,240,MG,Mk46,150,1,10,0,AP Round,Optical,Ammo Box,8238,514,276
718,Elementary8,Night,4,HG,Python,100,0,10,0,Silencer,HP Round,T-Exo,3739,514,277
718,Elementary8,Night,260,HG,PA-15,100,0,10,0,Silencer,HP Round,X-Exo,3745,514,278
718,Elementary8,Night,84,MG,RPD,150,1,10,0,AP Round,Optical,Exclusive,8211,513,279
718,Elementary8,Night,88,MG,MG3,150,1,10,0,AP Round,Red Dot,Ammo Box,8209,513,280
718,Elementary8,Night,188,SG,S.A.T.8,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,8208,513,281
718,Elementary8,Night,96,HG,Grizzly,100,0,10,0,Silencer,HP Round,T-Exo,3737,513,282
718,Elementary8,Night,20104,SMG,Gr G36c Mod,100,0,10,10,T-Exo,HP Round,Red Dot,6844,513,283
718,Elementary8,Night,285,HG,C-93,100,0,10,0,Silencer,HP Round,X-Exo,3732,513,284
718,Elementary8,Night,20159,SG,RMB-93 Mod,200,1,10,10,Armor Plate,Buckshot Shell,Red Dot,8196,512,285
718,Elementary8,Night,233,HG,Px4 Storm,100,0,10,0,Silencer,HP Round,X-Exo,3726,512,286
718,Elementary8,Night,272,HG,Desert Eagle,100,0,10,0,Silencer,HP Round,T-Exo,3724,512,287
718,Elementary8,Night,163,SG,AA-12,150,1,10,0,Armor Plate,Exclusive,Holographic,8184,511,288
718,Elementary8,Night,323,SG,LTLX7000,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,8178,511,289
718,Elementary8,Night,275,MG,M1895 CB,100,0,10,0,AP Round,Red Dot,Ammo Box,8186,511,290
718,Elementary8,Night,254,MG,UKM-2000,100,0,10,0,AP Round,Red Dot,Ammo Box,8165,510,291
718,Elementary8,Night,121,MG,Mk48,150,1,10,0,AP Round,Red Dot,Ammo Box,8153,509,292
718,Elementary8,Night,324,SG,M6 ASW,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,8144,509,293
718,Elementary8,Night,1006,HG,Theresa,150,1,10,0,Silencer,HP Round,T-Exo,3705,509,294
718,Elementary8,Night,78,MG,M60,150,1,10,0,AP Round,Red Dot,Ammo Box,8128,508,295
718,Elementary8,Night,1001,HG,Noel,100,0,10,0,Silencer,HP Round,X-Exo,3700,508,296
718,Elementary8,Night,1009,HG,El Clear,150,1,10,0,Silencer,HP Round,X-Exo,3694,507,297
718,Elementary8,Night,1010,HG,El Fail,150,1,10,0,Silencer,HP Round,X-Exo,3694,507,298
718,Elementary8,Night,249,MG,62 Shiki,150,1,10,0,AP Round,Optical,Ammo Box,8110,506,299
718,Elementary8,Night,20005,HG,M1895 Mod,100,0,10,10,Silencer,HP Round,T-Exo,3687,506,300
718,Elementary8,Night,185,MG,Ameli,100,0,10,0,AP Round,Optical,Ammo Box,8111,506,301
718,Elementary8,Night,20154,SG,M500 Mod,200,1,10,10,Armor Plate,Buckshot Shell,Red Dot,8082,505,302
718,Elementary8,Night,300,MG,CAR,150,1,10,0,AP Round,Optical,Ammo Box,8084,505,303
718,Elementary8,Night,142,HG,Five-seven,100,0,10,0,Silencer,HP Round,X-Exo,3674,505,304
718,Elementary8,Night,20029,SMG,STEN MkⅡ Mod,200,1,10,10,T-Exo,HP Round,Red Dot,6726,504,305
718,Elementary8,Night,20152,SG,M1897 Mod,200,1,10,10,Armor Plate,Buckshot Shell,Red Dot,8064,504,306
718,Elementary8,Night,1003,HG,Kiana,150,1,10,0,Silencer,HP Round,X-Exo,3666,504,307
718,Elementary8,Night,1030,SMG,Jashin-chan,150,1,10,0,Exclusive,HP Round,Red Dot,6724,504,308
718,Elementary8,Night,20136,SMG,PP-19 Mod,200,1,10,10,T-Exo,HP Round,Red Dot,6717,503,309
718,Elementary8,Night,195,MG,Gr MG23,150,1,10,0,AP Round,Optical,Ammo Box,8054,503,310
718,Elementary8,Night,20002,HG,M1911 Mod,100,0,10,10,Silencer,HP Round,T-Exo,3661,503,311
718,Elementary8,Night,149,MG,AEK-999,100,0,10,0,AP Round,Red Dot,Ammo Box,8063,503,312
718,Elementary8,Night,319,MG,PM1910,100,0,10,0,AP Round,Red Dot,Ammo Box,8051,503,313
718,Elementary8,Night,188,SG,S.A.T.8,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,8040,502,314
718,Elementary8,Night,20091,HG,MP-446 Mod,100,0,10,10,Silencer,HP Round,X-Exo,3645,501,315
718,Elementary8,Night,163,SG,AA-12,100,0,10,0,Armor Plate,Exclusive,Holographic,8020,501,316
718,Elementary8,Night,166,HG,CZ75,100,0,10,0,Silencer,HP Round,X-Exo,3645,501,317
718,Elementary8,Night,80,MG,M1919A4,150,1,10,0,AP Round,Red Dot,Ammo Box,8000,500,318
718,Elementary8,Night,164,SG,FP-6,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,8002,500,319
718,Elementary8,Night,229,SG,M870,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,8012,500,320
718,Elementary8,Night,351,SG,gun-10000351,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,8015,500,321
718,Elementary8,Night,20032,SMG,Micro Uzi Mod,100,0,10,10,T-Exo,HP Round,Exclusive,6670,500,322
718,Elementary8,Night,77,MG,M2HB,100,0,10,0,AP Round,Red Dot,Ammo Box,8006,500,323
718,Elementary8,Night,88,MG,MG3,100,0,10,0,AP Round,Red Dot,Ammo Box,8005,500,324
718,Elementary8,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,8007,500,325
718,Elementary8,Night,79,MG,FF M249SAW,150,1,10,0,AP Round,Optical,Ammo Box,7990,499,326
718,Elementary8,Night,160,SG,Saiga-12,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7993,499,327
718,Elementary8,Night,85,MG,PK,100,0,10,0,AP Round,Red Dot,Ammo Box,7994,499,328
718,Elementary8,Night,86,MG,MG42,100,0,10,0,AP Round,Red Dot,Ammo Box,7998,499,329
718,Elementary8,Night,1006,HG,Theresa,100,0,10,0,Silencer,HP Round,T-Exo,3623,498,330
718,Elementary8,Night,99,HG,Gr Mk23,150,1,10,0,Silencer,HP Round,T-Exo,3617,497,331
718,Elementary8,Night,121,MG,Mk48,100,0,10,0,AP Round,Red Dot,Ammo Box,7957,497,332
718,Elementary8,Night,324,SG,M6 ASW,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7960,497,333
718,Elementary8,Night,228,SMG,100 Shiki,150,1,10,0,T-Exo,HP Round,Exclusive,6605,495,334
718,Elementary8,Night,269,HG,Gr P30,150,1,10,0,Silencer,HP Round,T-Exo,3600,495,335
718,Elementary8,Night,282,SG,DP-12,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7921,495,336
718,Elementary8,Night,240,MG,Mk46,100,0,10,0,AP Round,Optical,Ammo Box,7923,495,337
718,Elementary8,Night,350,SG,gun-10000350,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7908,494,338
718,Elementary8,Night,84,MG,RPD,100,0,10,0,AP Round,Optical,Exclusive,7904,494,339
718,Elementary8,Night,3,HG,M9,150,1,10,0,Exclusive,HP Round,T-Exo,3591,493,340
718,Elementary8,Night,151,SG,M1887,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7900,493,341
718,Elementary8,Night,281,SG,CAWS,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7896,493,342
718,Elementary8,Night,332,HG,Derringer,150,1,10,0,Silencer,HP Round,T-Exo,3590,493,343
718,Elementary8,Night,341,SMG,gun-10000341,150,1,10,0,T-Exo,HP Round,Red Dot,6583,493,344
718,Elementary8,Night,78,MG,M60,100,0,10,0,AP Round,Red Dot,Ammo Box,7903,493,345
718,Elementary8,Night,1009,HG,El Clear,100,0,10,0,Silencer,HP Round,X-Exo,3586,493,346
718,Elementary8,Night,1010,HG,El Fail,100,0,10,0,Silencer,HP Round,X-Exo,3586,493,347
718,Elementary8,Night,157,SG,Am KSG,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7882,492,348
718,Elementary8,Night,202,HG,Thunder,150,1,10,0,Silencer,HP Round,T-Exo,3579,492,349
718,Elementary8,Night,271,MG,K3,150,1,10,0,AP Round,Red Dot,Ammo Box,7881,492,350
718,Elementary8,Night,20159,SG,RMB-93 Mod,100,0,10,10,Armor Plate,Buckshot Shell,Red Dot,7872,492,351
718,Elementary8,Night,1030,SMG,Jashin-chan,100,0,10,0,Exclusive,HP Round,Red Dot,6569,492,352
718,Elementary8,Night,20031,SMG,M38 Mod,200,1,10,10,T-Exo,HP Round,Red Dot,6553,491,353
718,Elementary8,Night,212,HG,K5,150,1,10,0,Silencer,HP Round,X-Exo,3576,491,354
718,Elementary8,Night,1023,SMG,Henrietta,150,1,10,0,T-Exo,HP Round,Exclusive,6557,491,355
718,Elementary8,Night,20154,SG,M500 Mod,100,0,10,10,Armor Plate,Buckshot Shell,Red Dot,7864,491,356
718,Elementary8,Night,100,HG,P7,150,1,10,0,Silencer,HP Round,X-Exo,3567,490,357
718,Elementary8,Night,20178,SMG,F1 Mod,200,1,10,10,T-Exo,HP Round,Red Dot,6541,490,358
718,Elementary8,Night,1002,SG,Elphelt,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7841,490,359
718,Elementary8,Night,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,6537,490,360
718,Elementary8,Night,245,SMG,P90,150,1,10,0,T-Exo,HP Round,Red Dot,6533,489,361
718,Elementary8,Night,310,HG,Rex Zero 1,150,1,10,0,Silencer,HP Round,X-Exo,3557,489,362
718,Elementary8,Night,20152,SG,M1897 Mod,100,0,10,10,Armor Plate,Buckshot Shell,Red Dot,7828,489,363
718,Elementary8,Night,160,SG,Saiga-12,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7827,489,364
718,Elementary8,Night,249,MG,62 Shiki,100,0,10,0,AP Round,Red Dot,Ammo Box,7839,489,365
718,Elementary8,Night,351,SG,gun-10000351,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7830,489,366
718,Elementary8,Night,168,HG,Spitfire,150,1,10,0,Silencer,HP Round,X-Exo,3556,488,367
718,Elementary8,Night,331,HG,Kolibri,150,1,10,0,Silencer,HP Round,X-Exo,3555,488,368
718,Elementary8,Night,346,HG,gun-10000346,150,1,10,0,Silencer,HP Round,T-Exo,3552,488,369
718,Elementary8,Night,164,SG,FP-6,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7813,488,370
718,Elementary8,Night,229,SG,M870,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7823,488,371
718,Elementary8,Night,1003,HG,Kiana,100,0,10,0,Silencer,HP Round,X-Exo,3550,488,372
718,Elementary8,Night,352,SG,gun-10000352,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7794,487,373
718,Elementary8,Night,16,SMG,Thompson,150,1,10,0,T-Exo,HP Round,Red Dot,6481,486,374
718,Elementary8,Night,98,HG,SPP-1,150,1,10,0,Silencer,HP Round,T-Exo,3541,486,375
718,Elementary8,Night,165,SG,M1014,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7782,486,376
718,Elementary8,Night,80,MG,M1919A4,100,0,10,0,AP Round,Red Dot,Ammo Box,7778,486,377
718,Elementary8,Night,99,HG,Gr Mk23,100,0,10,0,Silencer,HP Round,T-Exo,3539,486,378
718,Elementary8,Night,87,MG,MG34,150,1,10,0,AP Round,Red Dot,Ammo Box,7767,485,379
718,Elementary8,Night,127,SMG,Type79,150,1,10,0,T-Exo,Exclusive,Red Dot,6471,485,380
718,Elementary8,Night,244,HG,TEC-9,150,1,10,0,Silencer,HP Round,T-Exo,3531,485,381
718,Elementary8,Night,228,SMG,100 Shiki,100,0,10,0,T-Exo,HP Round,Exclusive,6468,485,382
718,Elementary8,Night,300,MG,CAR,100,0,10,0,AP Round,Optical,Ammo Box,7760,485,383
718,Elementary8,Night,1002,SG,Elphelt,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7771,485,384
718,Elementary8,Night,1022,SG,Dana Zane,150,1,10,0,Exclusive,Buckshot Shell,Red Dot,7745,484,385
718,Elementary8,Night,350,SG,gun-10000350,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7744,484,386
718,Elementary8,Night,3,HG,M9,100,0,10,0,Exclusive,HP Round,T-Exo,3518,483,387
718,Elementary8,Night,195,MG,Gr MG23,100,0,10,0,AP Round,Optical,Ammo Box,7743,483,388
718,Elementary8,Night,281,SG,CAWS,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7737,483,389
718,Elementary8,Night,282,SG,DP-12,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7734,483,390
718,Elementary8,Night,341,SMG,gun-10000341,100,0,10,0,T-Exo,HP Round,Red Dot,6450,483,391
718,Elementary8,Night,82,MG,DP28,150,1,10,0,AP Round,Red Dot,Ammo Box,7712,482,392
718,Elementary8,Night,140,HG,PSM,150,1,10,0,Silencer,HP Round,X-Exo,3508,482,393
718,Elementary8,Night,151,SG,M1887,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7721,482,394
718,Elementary8,Night,157,SG,Am KSG,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7722,482,395
718,Elementary8,Night,248,HG,Jericho,150,1,10,0,Silencer,HP Round,T-Exo,3505,481,396
718,Elementary8,Night,232,HG,MP-448,150,1,10,0,Silencer,HP Round,X-Exo,3491,480,397
718,Elementary8,Night,79,MG,FF M249SAW,100,0,10,0,AP Round,Optical,Ammo Box,7689,480,398
718,Elementary8,Night,202,HG,Thunder,100,0,10,0,Silencer,HP Round,T-Exo,3492,480,399
718,Elementary8,Night,269,HG,Gr P30,100,0,10,0,Silencer,HP Round,T-Exo,3498,480,400
718,Elementary8,Night,20029,SMG,STEN MkⅡ Mod,100,0,10,10,T-Exo,HP Round,Red Dot,6398,479,401
718,Elementary8,Night,20136,SMG,PP-19 Mod,100,0,10,10,T-Exo,HP Round,Red Dot,6387,479,402
718,Elementary8,Night,212,HG,K5,100,0,10,0,Silencer,HP Round,X-Exo,3487,479,403
718,Elementary8,Night,271,MG,K3,100,0,10,0,AP Round,Red Dot,Ammo Box,7666,479,404
718,Elementary8,Night,1023,SMG,Henrietta,100,0,10,0,T-Exo,HP Round,Exclusive,6395,479,405
718,Elementary8,Night,311,SMG,Lusa,150,1,10,0,T-Exo,HP Round,Red Dot,6374,478,406
718,Elementary8,Night,1025,SG,Triela,150,1,10,0,Armor Plate,Exclusive,Red Dot,7658,478,407
718,Elementary8,Night,245,SMG,P90,100,0,10,0,T-Exo,HP Round,Red Dot,6382,478,408
718,Elementary8,Night,332,HG,Derringer,100,0,10,0,Silencer,HP Round,T-Exo,3481,478,409
718,Elementary8,Night,346,HG,gun-10000346,100,0,10,0,Silencer,HP Round,T-Exo,3470,477,410
718,Elementary8,Night,20026,SMG,Gr MP5 Mod,200,1,10,10,T-Exo,HP Round,Red Dot,6357,476,411
718,Elementary8,Night,111,MG,AAT-52,150,1,10,0,AP Round,Red Dot,Ammo Box,7630,476,412
718,Elementary8,Night,113,HG,Serdyukov,150,1,10,0,Silencer,HP Round,X-Exo,3464,476,413
718,Elementary8,Night,100,HG,P7,100,0,10,0,Silencer,HP Round,X-Exo,3460,475,414
718,Elementary8,Night,244,HG,TEC-9,100,0,10,0,Silencer,HP Round,T-Exo,3455,475,415
718,Elementary8,Night,331,HG,Kolibri,100,0,10,0,Silencer,HP Round,X-Exo,3461,475,416
718,Elementary8,Night,352,SG,gun-10000352,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7614,475,417
718,Elementary8,Night,14,HG,Astra,150,1,10,0,Silencer,HP Round,T-Exo,3452,474,418
718,Elementary8,Night,322,HG,QSB-91,150,1,10,0,Silencer,HP Round,T-Exo,3449,474,419
718,Elementary8,Night,1008,SG,Seele,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7595,474,420
718,Elementary8,Night,165,SG,M1014,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7591,474,421
718,Elementary8,Night,309,HG,WKp,150,1,10,0,Silencer,HP Round,T-Exo,3446,473,422
718,Elementary8,Night,315,SMG,AUG Para,150,1,10,0,T-Exo,HP Round,Red Dot,6310,473,423
718,Elementary8,Night,326,SG,512,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7569,473,424
718,Elementary8,Night,16,SMG,Thompson,100,0,10,0,T-Exo,HP Round,Red Dot,6315,473,425
718,Elementary8,Night,87,MG,MG34,100,0,10,0,AP Round,Red Dot,Ammo Box,7572,473,426
718,Elementary8,Night,98,HG,SPP-1,100,0,10,0,Silencer,HP Round,T-Exo,3443,473,427
718,Elementary8,Night,127,SMG,Type79,100,0,10,0,T-Exo,Exclusive,Red Dot,6319,473,428
718,Elementary8,Night,168,HG,Spitfire,100,0,10,0,Silencer,HP Round,T-Exo,3441,473,429
718,Elementary8,Night,310,HG,Rex Zero 1,100,0,10,0,Silencer,HP Round,X-Exo,3445,473,430
718,Elementary8,Night,1022,SG,Dana Zane,100,0,10,0,Exclusive,Buckshot Shell,Red Dot,7579,473,431
718,Elementary8,Night,132,HG,Type59,150,1,10,0,Silencer,HP Round,X-Exo,3438,472,432
718,Elementary8,Night,156,SG,Super-Shorty,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7557,472,433
718,Elementary8,Night,167,HG,Gr HK45,150,1,10,0,Silencer,HP Round,X-Exo,3435,472,434
718,Elementary8,Night,259,SMG,PM-9,150,1,10,0,T-Exo,HP Round,Red Dot,6306,472,435
718,Elementary8,Night,15,HG,G17,150,1,10,0,Silencer,HP Round,X-Exo,3427,471,436
718,Elementary8,Night,123,HG,P99,150,1,10,0,Silencer,HP Round,X-Exo,3427,471,437
718,Elementary8,Night,10,HG,PPK,150,1,10,0,Exclusive,HP Round,X-Exo,3420,470,438
718,Elementary8,Night,189,SG,USAS-12,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7531,470,439
718,Elementary8,Night,302,SG,Defender,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7525,470,440
718,Elementary8,Night,20031,SMG,M38 Mod,100,0,10,10,T-Exo,HP Round,Red Dot,6279,470,441
718,Elementary8,Night,158,SG,KS-23,150,1,10,0,Armor Plate,Exclusive,Red Dot,7506,469,442
718,Elementary8,Night,210,HG,CZ52,150,1,10,0,Silencer,HP Round,T-Exo,3415,469,443
718,Elementary8,Night,82,MG,DP28,100,0,10,0,AP Round,Red Dot,Ammo Box,7507,469,444
718,Elementary8,Night,140,HG,PSM,100,0,10,0,Silencer,HP Round,X-Exo,3418,469,445
718,Elementary8,Night,20178,SMG,F1 Mod,100,0,10,10,T-Exo,HP Round,Red Dot,6259,469,446
718,Elementary8,Night,277,HG,Gr VP70,150,1,10,0,Silencer,HP Round,X-Exo,3407,468,447
718,Elementary8,Night,232,HG,MP-448,100,0,10,0,Silencer,HP Round,X-Exo,3406,468,448
718,Elementary8,Night,248,HG,Jericho,100,0,10,0,Silencer,HP Round,T-Exo,3409,468,449
718,Elementary8,Night,311,SMG,Lusa,100,0,10,0,T-Exo,HP Round,Red Dot,6244,468,450
718,Elementary8,Night,155,SG,M590,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7477,467,451
718,Elementary8,Night,162,SG,SPAS-12,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7480,467,452
718,Elementary8,Night,1019,SMG,Dorothy Haze,150,1,10,0,T-Exo,Exclusive,Red Dot,6228,467,453
718,Elementary8,Night,189,SG,USAS-12,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,7482,467,454
718,Elementary8,Night,1025,SG,Triela,100,0,10,0,Armor Plate,Exclusive,Red Dot,7476,467,455
718,Elementary8,Night,28,SMG,Gr MP7,150,1,10,0,T-Exo,HP Round,Red Dot,6214,466,456
718,Elementary8,Night,115,SMG,Suomi,150,1,10,0,T-Exo,HP Round,Red Dot,6220,466,457
718,Elementary8,Night,234,SMG,JS 9,150,1,10,0,T-Exo,HP Round,Red Dot,6225,466,458
718,Elementary8,Night,158,SG,KS-23,100,0,10,0,Armor Plate,Exclusive,Red Dot,7456,466,459
718,Elementary8,Night,11,HG,P08,150,1,10,0,Silencer,HP Round,T-Exo,3382,465,460
718,Elementary8,Night,153,SG,M37,150,1,10,0,Armor Plate,Buckshot Shell,Red Dot,7443,465,461
718,Elementary8,Night,186,HG,P226,150,1,10,0,Silencer,HP Round,X-Exo,3386,465,462
718,Elementary8,Night,251,SMG,X95,150,1,10,0,T-Exo,HP Round,Red Dot,6211,465,463
