Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
924,Int.4,Day,247,RF,K31,90,0,5,370,54%,150%,195,124,75,43,38,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Supp (Silencer) (4-Star),-,4854,364,436,509,582,145
924,Int.4,Day,354,HG,ZiP .22,90,0,5,315,20%,150%,15,31,38,82,60,0,0,0,100,0,10,0,PEQ (Acc) (5-Star),Flare (Ammo) (5-Star),-,2519,346,415,484,554,146
924,Int.4,Day,175,AR,ART556,76,0,4,408,20%,150%,15,55,59,41,59,0,0,0,100,0,10,0,EOT (Holographic) (5-Star),-,-,2495,343,411,480,548,147
924,Int.4,Day,235,RF,SPR A3G,90,0,5,410,40%,150%,195,139,80,30,34,0,0,0,100,0,1,0,AP (Ammo) (5-Star),-,Rangefinder (Body) (5-Star),4479,335,403,470,537,148
924,Int.4,Day,270,RF,4 Shiki,90,0,5,400,40%,150%,195,129,85,35,34,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),EOT (Holographic) (5-Star),-,4455,334,400,467,534,149
924,Int.4,Day,43,RF,SVD,90,0,5,380,40%,150%,195,141,91,32,32,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),EOT (Holographic) (5-Star),-,4433,332,398,465,531,150
924,Int.4,Day,305,RF,Tabuk,90,0,5,400,40%,150%,195,122,92,35,34,0,0,0,100,0,8,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4392,329,395,461,527,151
924,Int.4,Day,211,RF,SRS,90,0,5,410,40%,150%,195,141,93,34,30,0,0,0,100,0,8,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4356,326,392,457,522,152
924,Int.4,Day,337,RF,De Lisle,90,0,5,485,40%,150%,195,115,97,37,31,0,0,0,100,0,10,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4325,324,389,454,519,153
924,Int.4,Day,130,AR,Type97,70,0,4,392,68%,150%,15,52,40,36,65,0,0,0,100,0,1,0,Sp. Eq (Exclusive) (5-Star),-,-,2319,318,382,446,510,154
924,Int.4,Day,184,RF,T-5000,90,0,5,430,40%,150%,195,132,95,28,30,0,0,0,100,0,8,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4172,312,375,438,500,155
924,Int.4,Day,196,AR,Zas M21,70,0,4,412,20%,150%,15,55,52,32,62,0,0,0,100,0,4,0,EOT (Holographic) (5-Star),-,-,2265,311,373,436,498,156
924,Int.4,Day,1033,MG,Hanazono Yurine,90,0,5,865,55%,150%,195,102,33,22,124,0,15,0,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),8275,310,372,434,496,157
924,Int.4,Day,42,RF,PTRD,90,0,5,440,40%,150%,195,167,72,29,27,0,0,0,100,0,1,0,AP (Ammo) (5-Star),-,Rangefinder (Body) (5-Star),4134,310,372,434,496,158
924,Int.4,Day,20081,MG,LWMMG Mod,115,2,5,885,5%,150%,195,121,44,25,88,0,15,0,150,1,10,10,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),8156,305,367,428,489,159
924,Int.4,Day,253,MG,Lewis,90,0,5,905,5%,150%,195,108,44,28,108,0,15,0,100,0,10,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7901,296,355,414,474,160
924,Int.4,Day,228,SMG,100 Shiki,70,0,4,720,5%,100%,15,31,12,53,77,0,0,0,100,0,1,0,Processor Chip (Body) (3-Star),-,-,2353,294,352,411,470,161
924,Int.4,Day,276,MG,Kord,100,0,5,990,5%,150%,195,123,38,21,106,0,14,0,100,0,10,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7800,292,351,409,468,162
924,Int.4,Day,295,SMG,CF-05,70,0,4,648,5%,100%,15,28,11,57,87,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,2305,288,345,403,461,163
924,Int.4,Day,177,SMG,KLIN,70,0,4,648,5%,100%,15,28,9,58,95,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,2303,287,345,403,460,164
924,Int.4,Day,328,SMG,AR-57,70,0,4,624,5%,100%,15,29,11,58,92,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,2298,287,344,402,459,165
924,Int.4,Day,345,MG,MG338,97,0,5,855,5%,150%,135,126,41,25,119,0,14,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7438,278,334,390,446,166
924,Int.4,Day,314,AR,StG-940,70,0,4,376,20%,150%,15,50,52,34,59,0,0,0,100,0,1,0,EOT (Holographic) (5-Star),-,-,1972,271,325,379,433,167
924,Int.4,Day,307,MG,ZB-26,90,0,5,865,5%,150%,135,116,44,29,108,0,14,0,100,0,8,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7208,270,324,378,432,168
924,Int.4,Day,292,MG,RPK-16,90,0,5,785,5%,150%,135,101,50,32,120,0,15,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7198,269,323,377,431,169
924,Int.4,Day,339,MG,RPK-203,90,0,5,785,5%,150%,135,108,47,32,116,0,14,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7119,266,320,373,427,170
924,Int.4,Day,112,MG,Negev,91,0,5,830,5%,150%,135,101,48,33,130,0,14,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7110,266,319,373,426,171
924,Int.4,Day,238,MG,QJY-88,90,0,5,785,5%,150%,135,94,32,32,122,0,15,0,100,0,10,0,SNIP (Ammo) (5-Star),-,MG Box (Body) (5-Star),6244,234,280,327,374,172
924,Int.4,Day,261,RF,QBU-88,70,0,4,284,40%,150%,135,117,68,32,37,0,0,0,100,0,4,0,SNIP (Ammo) (5-Star),-,-,3060,229,275,321,367,173
924,Int.4,Day,109,MG,Gr MG5,90,0,5,940,5%,150%,135,93,27,25,116,0,16,0,100,0,8,0,SNIP (Ammo) (5-Star),-,MG Box (Body) (5-Star),6055,227,272,317,363,174
924,Int.4,Day,165,SG,M1014,70,0,4,936,40%,150%,15,27,30,8,29,27,4,0,100,0,1,0,Plate (Body) (5-Star),Slug (Shell) (5-Star),-,3606,225,270,315,360,175
924,Int.4,Day,275,MG,M1895 CB,90,0,5,905,5%,150%,135,99,26,21,127,0,15,0,100,0,10,0,SNIP (Ammo) (5-Star),-,MG Box (Body) (5-Star),5953,223,267,312,357,176
924,Int.4,Day,77,MG,M2HB,100,0,5,1075,5%,150%,135,118,29,17,100,0,10,0,100,0,10,0,SNIP (Ammo) (5-Star),-,MG Bipod (Body) (5-Star),5803,217,261,304,348,177
924,Int.4,Day,146,RF,Gr G28,70,0,4,300,40%,150%,135,111,62,24,35,0,0,0,100,0,8,0,SNIP (Ammo) (5-Star),-,-,2864,214,257,300,343,178
924,Int.4,Day,204,RF,Ballista,70,0,4,280,40%,150%,135,127,72,28,32,0,0,0,100,0,1,0,SNIP (Ammo) (5-Star),-,-,2799,209,251,293,335,179
924,Int.4,Day,260,HG,PA-15,70,0,4,236,20%,150%,15,30,51,59,57,0,0,0,100,0,1,0,PEQ (Acc) (5-Star),-,-,1518,208,250,292,333,180
924,Int.4,Day,309,HG,WKp,70,0,4,272,20%,150%,15,35,38,51,40,0,0,0,100,0,4,0,PEQ (Acc) (5-Star),-,-,1421,195,234,273,312,181
924,Int.4,Day,29,SMG,STEN MkⅡ,54,0,3,426,5%,100%,15,24,10,48,74,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1391,173,208,243,278,182
924,Int.4,Day,80,MG,M1919A4,70,0,4,616,35%,160%,135,92,53,18,90,0,9,0,100,0,1,0,SNIP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),-,4377,164,196,229,262,183
924,Int.4,Day,176,SMG,TMP,41,0,3,315,5%,100%,15,24,8,40,84,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1082,162,194,227,259,184
924,Int.4,Day,3,HG,M9,60,0,3,183,40%,150%,15,24,42,66,53,0,0,0,100,0,1,0,Sp. Eq (Exclusive) (5-Star),-,-,1070,147,176,205,235,185
924,Int.4,Day,69,AR,Fr FAMAS,43,0,3,261,20%,150%,15,31,27,23,67,0,0,0,100,0,1,0,-,-,-,1066,146,175,205,234,186
924,Int.4,Day,341,SMG,SP9,30,0,3,429,5%,100%,15,22,7,28,76,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1154,144,173,201,230,187
924,Int.4,Day,251,SMG,X95,30,0,3,378,5%,100%,15,26,7,29,80,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1112,139,166,194,222,188
924,Int.4,Day,335,AR,Fedorov Avtomat,30,0,3,216,20%,150%,15,34,24,19,45,0,0,0,100,0,1,0,-,-,-,842,138,166,194,222,189
924,Int.4,Day,333,SMG,VP1915,30,0,3,393,5%,100%,15,21,6,29,81,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1093,136,163,191,218,190
924,Int.4,Day,274,AR,ACR,30,0,3,225,30%,150%,15,31,21,20,58,0,0,0,100,0,4,0,-,-,-,978,134,161,188,215,191
924,Int.4,Day,18,SMG,Ingram,36,0,3,360,5%,100%,15,23,7,32,81,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1065,133,159,186,213,192
924,Int.4,Day,1039,AR,Junko Konno,36,0,3,225,20%,150%,15,37,26,23,51,0,1,0,100,0,1,0,-,-,-,969,133,159,186,213,193
924,Int.4,Day,92,SMG,Spectre M4,38,0,3,363,5%,100%,15,22,7,33,81,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1059,132,158,185,211,194
924,Int.4,Day,355,SMG,Vigneron M2,30,0,3,342,5%,100%,15,23,7,31,75,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1028,128,154,179,205,195
924,Int.4,Day,58,AR,AK-47,37,0,3,270,20%,150%,15,34,17,17,53,0,0,0,100,0,1,0,-,-,-,888,122,146,170,195,196
924,Int.4,Day,116,SMG,Z-62,30,0,3,327,5%,100%,15,22,7,32,68,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,978,122,146,171,195,197
924,Int.4,Day,12,HG,C96,49,0,3,186,34%,150%,15,23,25,43,53,0,0,0,100,0,1,0,Supp (Silencer) (4-Star),-,-,882,121,145,169,194,198
924,Int.4,Day,150,SMG,Shipka,30,0,3,327,5%,100%,15,20,7,33,82,0,0,0,100,0,1,0,Processor Chip (Body) (3-Star),-,-,962,120,144,168,192,199
924,Int.4,Day,15,HG,G17,48,0,3,141,34%,150%,15,21,34,58,51,0,0,0,100,0,1,0,Supp (Silencer) (4-Star),-,-,852,117,140,164,187,200
924,Int.4,Day,78,MG,M60,70,0,4,616,5%,150%,135,88,21,21,101,0,9,0,100,0,1,0,SNIP (Ammo) (5-Star),-,-,3106,116,139,163,186,201
924,Int.4,Day,98,HG,SPP-1,40,0,3,159,20%,150%,15,23,31,37,38,0,0,0,100,0,4,0,-,-,-,797,109,131,153,175,202
924,Int.4,Day,6,HG,Tokarev,40,0,3,180,20%,150%,15,21,25,34,42,0,0,0,100,0,4,0,-,-,-,793,109,130,152,174,203
924,Int.4,Day,10,HG,PPK,44,0,3,123,20%,150%,15,17,32,54,51,0,0,0,100,0,4,0,-,-,-,768,105,126,147,168,204
924,Int.4,Day,269,HG,Gr P30,30,0,3,135,20%,150%,15,19,26,35,43,0,0,0,100,0,1,0,-,-,-,670,92,110,128,147,205
924,Int.4,Day,9,HG,P38,35,0,3,135,20%,150%,15,18,23,37,45,0,0,0,100,0,1,0,-,-,-,646,88,106,124,142,206
924,Int.4,Day,90,HG,FF FNP9,33,0,3,120,20%,150%,15,18,24,37,48,0,0,0,100,0,1,0,-,-,-,635,87,104,122,139,207
924,Int.4,Day,28,SMG,Gr MP7,28,0,2,252,5%,150%,15,18,6,28,73,0,0,0,100,0,4,0,-,-,-,691,86,103,120,138,208
924,Int.4,Day,192,RF,JS05,42,0,3,192,40%,150%,15,101,45,17,25,0,0,0,100,0,1,0,-,-,-,1146,85,103,120,137,209
924,Int.4,Day,161,SG,Type97S,40,0,3,552,40%,150%,15,23,7,8,23,10,3,0,100,0,1,0,-,-,-,1300,81,97,113,130,210
924,Int.4,Day,163,SG,AA-12,30,0,3,522,40%,150%,15,19,6,6,31,9,5,0,100,0,4,0,-,-,-,1252,78,93,109,125,211
924,Int.4,Day,329,RF,SVCh,30,0,3,168,40%,150%,15,81,39,13,27,0,0,0,100,0,4,0,-,-,-,1049,78,94,110,125,212
924,Int.4,Day,34,RF,M1 Garand,40,0,3,186,40%,150%,15,80,32,15,31,0,0,0,100,0,1,0,-,-,-,1028,77,92,107,123,213
924,Int.4,Day,189,SG,USAS-12,30,0,3,504,40%,150%,15,18,6,6,29,9,5,0,100,0,4,0,-,-,-,1200,75,90,105,120,214
924,Int.4,Day,179,RF,Gd DSR-50,30,0,3,159,40%,150%,15,91,35,14,24,0,0,0,100,0,1,0,-,-,-,959,71,86,100,115,215
924,Int.4,Day,155,SG,M590,30,0,3,513,40%,150%,15,20,6,6,25,9,4,0,100,0,1,0,-,-,-,1153,72,86,100,115,216
924,Int.4,Day,180,RF,PzB39,30,0,3,165,40%,150%,15,83,29,13,25,0,0,0,100,0,1,0,-,-,-,892,66,80,93,107,217
924,Int.4,Day,320,RF,GM6 Lynx,30,0,3,165,40%,150%,15,80,31,13,26,0,0,0,100,0,1,0,-,-,-,897,67,80,94,107,218
924,Int.4,Day,178,SMG,F1,11,0,2,234,5%,150%,15,13,5,15,57,0,0,0,100,0,4,0,-,-,-,529,66,79,92,105,219
924,Int.4,Day,22,SMG,PPS-43,14,0,2,200,5%,150%,15,17,5,18,55,0,0,0,100,0,4,0,-,-,-,508,63,76,88,101,220
924,Int.4,Day,167,HG,Gr HK45,29,0,2,86,20%,150%,15,20,24,33,43,0,0,0,100,0,4,0,-,-,-,462,63,76,88,101,221
924,Int.4,Day,17,SMG,M3,14,0,2,210,5%,150%,15,15,5,18,49,0,0,0,100,0,4,0,-,-,-,503,62,75,88,100,222
924,Int.4,Day,131,SMG,EVO 3,11,0,2,214,5%,150%,15,12,5,17,68,0,0,0,100,0,1,0,-,-,-,487,60,73,85,97,223
924,Int.4,Day,1038,AR,Ai Mizuno,11,0,2,128,20%,150%,15,26,14,10,48,0,1,0,100,0,1,0,-,-,-,444,61,73,85,97,224
924,Int.4,Day,25,SMG,MP40,11,0,2,204,5%,150%,15,14,5,15,55,0,0,0,100,0,4,0,-,-,-,482,60,72,84,96,225
924,Int.4,Day,107,AR,FF F2000,12,0,2,118,20%,150%,15,20,12,11,60,0,0,0,100,0,4,0,-,-,-,434,59,71,83,95,226
924,Int.4,Day,280,SMG,MAT-49,11,0,2,204,5%,150%,15,14,5,17,57,0,0,0,100,0,1,0,-,-,-,477,59,71,83,95,227
924,Int.4,Day,93,SMG,IDW,15,0,2,172,5%,150%,15,13,5,23,53,0,0,0,100,0,4,0,-,-,-,472,59,70,82,94,228
924,Int.4,Day,207,AR,CZ2000,11,0,2,122,20%,150%,15,23,11,11,57,0,0,0,100,0,1,0,-,-,-,423,58,69,81,93,229
924,Int.4,Day,120,AR,ARX-160,11,0,2,110,20%,150%,15,24,12,12,53,0,0,0,100,0,1,0,-,-,-,406,55,66,78,89,230
924,Int.4,Day,358,HG,PPQ,11,0,2,78,20%,150%,15,15,15,17,44,0,0,0,100,0,4,0,-,-,-,382,52,63,73,84,231
924,Int.4,Day,1010,HG,El Fail,11,0,2,74,20%,150%,15,14,14,19,42,0,0,0,100,0,4,0,-,-,-,380,52,62,73,83,232
924,Int.4,Day,221,HG,GSh-18,10,0,2,76,20%,150%,15,16,12,20,38,0,0,0,100,0,4,0,-,-,-,359,49,59,69,78,233
924,Int.4,Day,332,HG,Derringer,11,0,2,78,20%,150%,15,14,15,23,37,0,0,0,100,0,1,0,-,-,-,343,47,56,66,75,234
924,Int.4,Day,158,SG,KS-23,27,0,2,348,40%,150%,15,25,5,5,20,8,3,0,100,0,1,0,-,-,-,729,45,54,63,72,235
924,Int.4,Day,85,MG,PK,30,0,3,369,5%,150%,15,57,10,10,66,0,11,0,100,0,4,0,-,-,-,1191,44,53,62,71,236
924,Int.4,Day,110,MG,FG42,36,0,3,303,5%,150%,15,55,14,16,97,0,8,0,100,0,4,0,-,-,-,1164,43,52,61,69,237
924,Int.4,Day,86,MG,MG42,30,0,3,321,5%,150%,15,54,10,12,103,0,10,0,100,0,1,0,-,-,-,1087,40,48,57,65,238
924,Int.4,Day,1034,SG,Minos,11,0,2,316,40%,150%,15,19,4,4,18,5,4,0,100,0,4,0,-,-,-,656,41,49,57,65,239
924,Int.4,Day,350,SG,FO-12,11,0,2,282,40%,150%,15,15,5,4,27,5,5,0,100,0,4,0,-,-,-,631,39,47,55,63,240
924,Int.4,Day,229,SG,M870,10,0,2,288,40%,150%,15,16,4,4,21,5,4,0,100,0,4,0,-,-,-,621,38,46,54,62,241
924,Int.4,Day,324,SG,M6 ASW,11,0,2,286,40%,150%,15,18,5,5,20,5,4,0,100,0,1,0,-,-,-,600,37,45,52,60,242
924,Int.4,Day,278,SG,Six12,11,0,2,268,40%,150%,15,17,5,5,22,4,4,0,100,0,4,0,-,-,-,584,36,43,51,58,243
924,Int.4,Day,273,RF,SSG3000,11,0,2,98,40%,150%,15,57,18,8,27,0,0,0,100,0,4,0,-,-,-,486,36,43,51,58,244
924,Int.4,Day,226,RF,Mk 12,11,0,2,90,40%,150%,15,46,19,8,33,0,0,0,100,0,4,0,-,-,-,483,36,43,50,57,245
924,Int.4,Day,164,SG,FP-6,10,0,2,284,40%,150%,15,16,4,4,21,5,4,0,100,0,1,0,-,-,-,577,36,43,50,57,246
924,Int.4,Day,325,SG,PM5,11,0,2,262,40%,150%,15,17,4,5,21,4,5,0,100,0,4,0,-,-,-,578,36,43,50,57,247
924,Int.4,Day,156,SG,Super-Shorty,11,0,2,268,40%,150%,15,13,5,6,21,4,3,0,100,0,1,0,-,-,-,554,34,41,48,55,248
924,Int.4,Day,283,SG,Liberator,11,0,2,256,40%,150%,15,17,4,5,21,5,4,0,100,0,1,0,-,-,-,546,34,40,47,54,249
924,Int.4,Day,203,SMG,Honey Badger,1,0,1,99,5%,150%,15,15,3,11,60,0,0,0,100,0,1,0,-,-,-,215,32,38,45,51,250
924,Int.4,Day,1023,SMG,Henrietta,1,0,1,96,5%,150%,15,12,3,12,63,0,0,0,100,0,4,0,-,-,-,235,29,35,41,47,251
924,Int.4,Day,342,AR,KH2002,1,0,1,66,20%,150%,15,20,8,6,53,0,0,0,100,0,4,0,-,-,-,213,29,35,41,46,252
924,Int.4,Day,59,SMG,AK-74U,2,0,1,98,5%,150%,15,16,4,12,60,0,0,0,100,0,1,0,-,-,-,225,28,33,39,45,253
924,Int.4,Day,223,AR,Model L,1,0,1,55,20%,150%,15,20,7,7,50,0,0,0,100,0,1,0,-,-,-,172,28,34,39,45,254
924,Int.4,Day,313,AR,S-ACR,1,0,1,62,20%,150%,15,17,7,6,61,0,0,0,100,0,4,0,-,-,-,206,28,33,39,45,255
924,Int.4,Day,191,SMG,M12,1,0,1,102,5%,150%,15,11,3,9,52,0,0,0,100,0,4,0,-,-,-,221,27,33,38,44,256
924,Int.4,Day,301,SMG,MAS-38,1,0,1,96,5%,150%,15,11,3,11,57,0,0,0,100,0,4,0,-,-,-,220,27,33,38,44,257
924,Int.4,Day,327,SMG,SUB-2000,1,0,1,97,5%,150%,15,11,3,10,59,0,0,0,100,0,4,0,-,-,-,220,27,33,38,44,258
924,Int.4,Day,347,SMG,SR2,1,0,1,104,5%,150%,15,13,3,10,64,0,0,0,100,0,1,0,-,-,-,221,27,33,38,44,259
924,Int.4,Day,193,AR,T65,1,0,1,62,20%,150%,15,21,7,6,52,0,0,0,100,0,4,0,-,-,-,196,26,32,37,43,260
924,Int.4,Day,102,SMG,UMP40,1,0,1,90,5%,150%,15,11,3,11,59,0,0,0,100,0,4,0,-,-,-,219,27,32,38,43,261
924,Int.4,Day,227,AR,A-91,1,0,1,57,20%,150%,15,20,8,6,51,0,0,0,100,0,4,0,-,-,-,198,27,32,38,43,262
924,Int.4,Day,267,SMG,MP41,1,0,1,97,5%,150%,15,12,3,9,52,0,0,0,100,0,4,0,-,-,-,216,27,32,37,43,263
924,Int.4,Day,291,SMG,43M,2,0,1,94,5%,150%,15,13,4,9,61,0,0,0,100,0,4,0,-,-,-,219,27,32,38,43,264
924,Int.4,Day,1030,SMG,Jashin-chan,1,0,1,102,5%,150%,15,10,3,10,54,0,0,0,100,0,1,0,-,-,-,215,26,32,37,43,265
924,Int.4,Day,364,SMG,MPK,1,0,1,93,5%,150%,15,12,3,10,52,0,0,0,100,0,4,0,-,-,-,219,27,32,38,43,266
924,Int.4,Day,363,SMG,MPL,1,0,1,93,5%,150%,15,12,3,10,52,0,0,0,100,0,4,0,-,-,-,219,27,32,38,43,267
924,Int.4,Day,359,SMG,Sterling,1,0,1,99,5%,150%,15,12,3,11,57,0,0,0,100,0,1,0,-,-,-,216,27,32,37,43,268
924,Int.4,Day,33,SMG,m45,1,0,1,93,5%,150%,15,13,3,10,52,0,0,0,100,0,4,0,-,-,-,210,26,31,36,42,269
924,Int.4,Day,21,SMG,PPSh-41,1,0,1,97,5%,150%,15,11,3,9,65,0,0,0,100,0,4,0,-,-,-,213,26,31,37,42,270
924,Int.4,Day,66,AR,Type56-1,2,0,1,70,20%,150%,15,23,7,7,49,0,0,0,100,0,1,0,-,-,-,194,26,32,37,42,271
924,Int.4,Day,144,SMG,MT-9,1,0,1,102,5%,150%,15,11,3,10,63,0,0,0,100,0,1,0,-,-,-,210,26,31,36,42,272
924,Int.4,Day,224,SMG,PM-06,1,0,1,96,5%,150%,15,12,3,11,57,0,0,0,100,0,1,0,-,-,-,212,26,31,37,42,273
924,Int.4,Day,289,AR,R5,1,0,1,62,20%,150%,15,21,8,7,51,0,0,0,100,0,1,0,-,-,-,191,26,31,36,42,274
924,Int.4,Day,344,AR,FARA 83,1,0,1,55,20%,150%,15,18,8,7,52,0,0,0,100,0,4,0,-,-,-,194,26,32,37,42,275
924,Int.4,Day,343,AR,APC556,1,0,1,57,20%,150%,15,18,7,7,51,0,0,0,100,0,4,0,-,-,-,193,26,31,37,42,276
924,Int.4,Day,24,SMG,PP-2000,2,0,1,80,5%,150%,15,14,4,13,58,0,0,0,100,0,4,0,-,-,-,206,25,30,36,41,277
924,Int.4,Day,265,AR,Gr HK33,1,0,1,53,20%,150%,15,19,8,7,50,0,0,0,100,0,4,0,-,-,-,188,25,31,36,41,278
924,Int.4,Day,1036,SMG,Lily Hoshikawa,1,0,1,88,5%,150%,15,11,3,12,68,0,1,0,100,0,1,0,-,-,-,206,25,30,36,41,279
924,Int.4,Day,31,SMG,M38,1,0,1,102,5%,150%,15,13,3,8,52,0,0,0,100,0,1,0,-,-,-,200,25,30,35,40,280
924,Int.4,Day,94,SMG,Type64,2,0,1,89,5%,150%,15,13,4,11,66,0,0,0,100,0,1,0,-,-,-,200,25,30,35,40,281
924,Int.4,Day,70,AR,FF FNC,1,0,1,55,20%,150%,15,20,7,6,50,0,0,0,100,0,4,0,-,-,-,186,25,30,35,40,282
924,Int.4,Day,209,SMG,OTs-39,1,0,1,96,5%,150%,15,12,3,11,52,0,0,0,100,0,1,0,-,-,-,204,25,30,35,40,283
924,Int.4,Day,218,SMG,T77,1,0,1,93,5%,150%,15,11,3,11,66,0,0,0,100,0,1,0,-,-,-,203,25,30,35,40,284
924,Int.4,Day,258,AR,Magal,1,0,1,58,20%,150%,15,17,7,6,46,0,0,0,100,0,4,0,-,-,-,183,25,30,35,40,285
924,Int.4,Day,298,AR,Vepr,1,0,1,55,20%,150%,15,18,7,7,48,0,0,0,100,0,4,0,-,-,-,184,25,30,35,40,286
924,Int.4,Day,259,SMG,PM-9,1,0,1,88,5%,150%,15,11,3,11,68,0,0,0,100,0,1,0,-,-,-,204,25,30,35,40,287
924,Int.4,Day,19,SMG,FMG-9,1,0,1,71,5%,150%,15,11,3,13,63,0,0,0,100,0,4,0,-,-,-,195,24,29,34,39,288
924,Int.4,Day,225,SMG,Cx4 Storm,1,0,1,90,5%,150%,15,14,3,11,44,0,0,0,100,0,1,0,-,-,-,199,24,29,34,39,289
924,Int.4,Day,239,AR,Type03,1,0,1,58,20%,150%,15,21,8,7,50,0,0,0,100,0,1,0,-,-,-,179,24,29,34,39,290
924,Int.4,Day,74,AR,SIG-510,1,0,1,58,20%,150%,15,21,6,6,39,0,0,0,100,0,4,0,-,-,-,176,24,29,33,38,291
924,Int.4,Day,108,AR,CZ-805,1,0,1,58,20%,150%,15,17,8,7,52,0,0,0,100,0,1,0,-,-,-,175,24,28,33,38,292
924,Int.4,Day,23,SMG,PP-90,1,0,1,80,5%,150%,15,10,3,12,65,0,0,0,100,0,1,0,-,-,-,191,23,28,33,38,293
924,Int.4,Day,365,AR,SCR,1,0,1,55,20%,150%,15,18,7,7,51,0,0,0,100,0,1,0,-,-,-,177,24,29,34,38,294
924,Int.4,Day,169,SMG,SCW,1,0,1,84,5%,150%,15,13,3,11,65,0,0,0,100,0,1,0,-,-,-,193,24,28,33,38,295
924,Int.4,Day,279,AR,INSAS,1,0,1,55,20%,150%,15,19,8,7,48,0,0,0,100,0,1,0,-,-,-,172,23,28,33,37,296
924,Int.4,Day,1001,HG,Noel,1,0,1,30,20%,150%,15,15,9,11,44,0,0,0,100,0,4,0,-,-,-,169,23,27,32,37,297
924,Int.4,Day,134,AR,AR70,1,0,1,55,20%,150%,15,19,7,6,48,0,0,0,100,0,1,0,-,-,-,167,22,27,32,36,298
924,Int.4,Day,138,AR,6P62,1,0,1,61,20%,150%,15,26,6,5,36,0,0,0,100,0,1,0,-,-,-,168,23,27,32,36,299
924,Int.4,Day,202,HG,Thunder,1,0,1,43,40%,150%,15,17,8,8,24,0,0,0,100,0,4,0,-,-,-,165,22,27,31,36,300
924,Int.4,Day,244,HG,TEC-9,1,0,1,42,20%,150%,15,12,8,10,44,0,0,0,100,0,4,0,-,-,-,166,22,27,31,36,301
924,Int.4,Day,263,MG,Gr MG36,11,0,2,200,5%,150%,15,36,9,9,88,0,10,0,100,0,1,0,-,-,-,603,22,27,31,36,302
924,Int.4,Day,310,HG,Rex Zero 1,1,0,1,35,20%,150%,15,13,9,11,42,0,0,0,100,0,4,0,-,-,-,166,22,27,31,36,303
924,Int.4,Day,378,AR,SCAR-L,1,0,1,55,20%,150%,15,18,5,6,49,0,0,0,50,0,1,0,-,-,-,167,22,27,32,36,304
924,Int.4,Day,170,AR,ASh-12.7,1,0,1,55,20%,150%,15,24,6,5,39,0,0,0,100,0,1,0,-,-,-,162,22,26,31,35,305
924,Int.4,Day,133,AR,Type63,1,0,1,50,20%,150%,15,20,6,6,50,0,0,0,100,0,1,0,-,-,-,157,21,25,30,34,306
924,Int.4,Day,264,MG,Chauchat,11,0,2,192,5%,150%,15,46,8,8,57,0,9,0,100,0,1,0,-,-,-,571,21,25,29,34,307
